rule,strategy,year,p25,p50,p75
5.0,FixedSpend,19,539.0925538404603,545.2711776712247,552.3346789310144
5.0,DRv2_DSv1,20,391.1878919654476,446.74414470221075,513.6083916647312
5.0,DRv2_DSv2,20,321.4296418123127,411.8208496272168,545.6809883658096
5.0,FixedSpend,20,527.1827563618805,533.7847151700996,540.3594623798306
5.0,DRv2_DSv1,21,250.88779402788956,306.05399765922726,362.8423453571836
5.0,DRv2_DSv2,21,174.15453749686537,257.31979678704494,380.1398315859695
5.0,FixedSpend,21,361.36110478086187,376.07134918056755,388.19250523259507
5.0,DRv2_DSv1,22,250.737914114925,305.2283311346333,365.0312142241653
5.0,DRv2_DSv2,22,168.86595910378034,249.71226300243217,373.5806498422769
5.0,FixedSpend,22,348.49632703632335,363.79923348852014,376.15423852129146
5.0,DRv2_DSv1,23,249.01504152129607,303.3035189875012,367.3718115729312
5.0,DRv2_DSv2,23,160.36077374324478,244.54517572479355,368.5057331789008
5.0,FixedSpend,23,336.16188013608956,351.84142185041867,364.7715658199503
5.0,DRv2_DSv1,24,249.124691726994,300.53492783193917,369.427436374536
5.0,DRv2_DSv2,24,155.32524274306593,237.36310716705168,363.90786583433555
5.0,FixedSpend,24,324.4042647691066,340.83622650599364,354.3976026738278
5.0,DRv2_DSv1,25,249.83119883062707,299.1452401729214,371.2160464330434
5.0,DRv2_DSv2,25,150.07748886403405,233.5378058099679,364.6776552522284
5.0,FixedSpend,25,312.3829762459863,330.1215833203954,343.2305377631138
5.0,DRv2_DSv1,26,248.98635626574037,297.32691051253914,372.5442539503309
5.0,DRv2_DSv2,26,143.80161240853022,230.14245384275554,359.6257503520887
5.0,FixedSpend,26,300.2042628759051,318.96137484504925,332.47220256288045
5.0,DRv2_DSv1,27,246.3658834228484,295.5522748636849,371.558593519753
5.0,DRv2_DSv2,27,136.44386630293508,221.69585502518854,350.95966026525946
5.0,FixedSpend,27,287.3166926111518,307.52623533139047,321.0102638832108
5.0,DRv2_DSv1,28,245.89281579967746,293.2149022146284,369.93341840506326
5.0,DRv2_DSv2,28,128.34395821165612,216.43181901045156,343.1919167948206
5.0,FixedSpend,28,274.0853209686683,295.0849076202895,308.510282092385
5.0,DRv2_DSv1,29,242.77890631817326,290.25232773219585,367.45512932607437
5.0,DRv2_DSv2,29,121.79058198733286,210.0039840095245,334.55926233853324
5.0,FixedSpend,29,259.94976944625625,281.5646031618546,296.2115515771653
5.0,DRv2_DSv1,30,239.33864231508358,288.4410620772261,367.69026582999885
5.0,DRv2_DSv2,30,113.45922087951186,201.69284524246657,327.1038479960096
5.0,FixedSpend,30,244.7233830899536,267.49002661821794,282.27818372242604
5.0,DRv2_DSv1,31,236.77948109877826,285.5537341131307,367.11707290487743
5.0,DRv2_DSv2,31,105.68223475794977,192.48777657503734,314.14156686232724
5.0,FixedSpend,31,229.92692935093396,252.9628897077818,268.19355098073373
5.0,DRv2_DSv1,32,234.08907629848258,284.8155883594911,366.9470648535423
5.0,DRv2_DSv2,32,96.09855554087281,183.19145770288227,303.5054948662756
5.0,FixedSpend,32,214.42229283010184,238.13394465893657,254.74346621042264
5.0,DRv2_DSv1,33,229.0710619952535,282.31752520424436,366.3036040432689
5.0,DRv2_DSv2,33,87.97443723753588,173.62727623796354,298.2270377483987
5.0,FixedSpend,33,200.6075978412211,225.1196155522789,242.19585555834524
5.0,DRv2_DSv1,34,222.66981538272782,276.6889487751243,365.5350989808306
5.0,DRv2_DSv2,34,77.71370977269014,166.01445489422608,288.0874960437326
5.0,FixedSpend,34,187.2900039402069,213.9676303532442,230.7852512910137
5.0,DRv2_DSv1,35,219.1258216556359,273.8226214153026,365.1831669631918
5.0,DRv2_DSv2,35,73.70212302538926,158.50043367163238,284.3797806086931
5.0,FixedSpend,35,176.61200176080334,203.25309734707335,220.24597913022544
5.0,DRv2_DSv1,36,214.34981496258519,271.39964843512524,363.42583499526637
5.0,DRv2_DSv2,36,69.55146588533334,152.63288270108694,280.203551483308
5.0,FixedSpend,36,166.60787323898046,194.0520220940549,212.26414480845264
5.0,DRv2_DSv1,37,210.93336449624084,269.64132883431546,363.4983035165259
5.0,DRv2_DSv2,37,65.70568015329496,150.3337012529399,277.4235498806287
5.0,FixedSpend,37,159.07056474476897,186.3233473790974,205.0166032187288
5.0,DRv2_DSv1,38,206.9017934567372,267.73944164005707,362.44238836104995
5.0,DRv2_DSv2,38,63.95355703074759,149.21379321099818,275.198634679447
5.0,FixedSpend,38,151.93828189257889,180.1263462627635,199.00779103848956
5.0,DRv2_DSv1,39,201.97863741610664,263.56207330814675,360.9014106198867
5.0,DRv2_DSv2,39,60.99749102286511,148.95971558108585,278.2941215280466
5.0,FixedSpend,39,145.68039371536605,173.92140974170928,193.7479730159631
5.0,DRv2_DSv1,40,196.5643934138546,259.1747944025694,358.85199797067264
5.0,DRv2_DSv2,40,57.958915915339105,144.76454981897876,280.0271205428542
5.0,FixedSpend,40,139.68372520495637,168.96823958905404,190.04000711530574
5.0,DRv2_DSv1,41,192.61971872299074,255.54719034988253,357.1687697276569
5.0,DRv2_DSv2,41,54.239221111033956,143.67714934188479,279.7394497837218
5.0,FixedSpend,41,134.10436907680102,164.26287787220312,187.2033412872467
5.0,DRv2_DSv1,42,187.77484410619547,250.84861766699376,355.9847537790905
5.0,DRv2_DSv2,42,53.670763183058625,146.06010417240068,282.24730154944405
5.0,FixedSpend,42,129.93888996980908,160.21898104912313,184.09526800418809
5.0,DRv2_DSv1,43,181.36032391045504,247.48074314479445,353.18997714374495
5.0,DRv2_DSv2,43,54.26613110666351,143.8293246722854,282.96686042922715
5.0,FixedSpend,43,125.014420744816,155.8652560681176,180.47668381966687
5.0,DRv2_DSv1,44,176.1935469999924,242.63769868913653,355.7260223428144
5.0,DRv2_DSv2,44,54.45376188851638,145.35659084715968,288.80474859621006
5.0,FixedSpend,44,119.42655165011914,151.27631787994372,176.9092220645786
5.0,DRv2_DSv1,45,170.55626170723968,237.0558721712111,354.25340465471567
5.0,DRv2_DSv2,45,54.450581222938126,143.60257943802515,294.14376517319556
5.0,FixedSpend,45,113.78211344851782,147.42221608194845,172.76884739574479
5.0,DRv2_DSv1,46,166.29089726880866,232.87463942369806,352.3990624693299
5.0,DRv2_DSv2,46,54.225120398004165,143.139654722566,296.5483455121027
5.0,FixedSpend,46,106.57251153749861,141.64190628909506,168.1199533720145
5.0,DRv2_DSv1,47,163.0393097460454,228.9754772099969,353.58502274010243
5.0,DRv2_DSv2,47,51.30052036996496,142.97790606435734,302.2453855493931
5.0,FixedSpend,47,99.96943060999448,136.34397532612905,163.30826897143663
5.0,DRv2_DSv1,48,158.07488813132503,226.57615237564957,350.3155827183553
5.0,DRv2_DSv2,48,50.28541802783833,144.19370042255386,298.93840725472694
5.0,FixedSpend,48,93.0867945780703,129.8868998326305,157.97635672224632
5.0,DRv2_DSv1,49,153.1649302338377,224.53038571197402,346.05276124245256
5.0,DRv2_DSv2,49,44.44760849233276,141.88750266683195,294.65211017803813
5.0,FixedSpend,49,85.37082857147195,123.66913901210515,153.02996969977522
5.0,DRv2_DSv1,50,148.8474739947126,222.1232130481732,344.8082861984631
5.0,DRv2_DSv2,50,38.44102430057234,140.14460723316964,295.707210656979
5.0,FixedSpend,50,76.63637977647176,117.06349786459346,146.8183978373746
5.0,DRv2_DSv1,51,144.23664455951106,220.16308079936056,345.53453158631686
5.0,DRv2_DSv2,51,35.21945454682691,138.6411243258595,294.0818938678241
5.0,FixedSpend,51,68.69523952443541,110.29102312050523,141.02630014116696
5.0,DRv2_DSv1,52,140.8210892633383,217.15609709146773,343.0969918240633
5.0,DRv2_DSv2,52,31.540891519552826,135.4277568383738,291.8567053475043
5.0,FixedSpend,52,59.94505745635965,103.60900141231663,134.06440105343643
5.0,DRv2_DSv1,53,135.21037035009627,212.37181698878675,345.65034979429015
5.0,DRv2_DSv2,53,30.902174002081583,134.96587017705366,292.33302526306807
5.0,FixedSpend,53,50.26966716846056,94.89739902503376,126.64766585192378
5.0,DRv2_DSv1,54,131.49552306855207,207.09278330709787,344.90346883700977
5.0,DRv2_DSv2,54,26.97641054736141,131.2417582225896,293.16033979195004
5.0,FixedSpend,54,41.171260133383996,87.90615949702557,119.6949431690896
5.0,DRv2_DSv1,55,127.17534211660843,204.03441947132336,344.23899182626434
5.0,DRv2_DSv2,55,26.50789239435162,128.45560695981504,286.99447768919083
5.0,FixedSpend,55,31.92460436090739,80.10081356964665,111.78391754998576
