pension_start_age,spend_multiplier,strategy,spending_rule,initial_money,initial_annual_cost,value_type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
70,0.7500,SpendAwareDPRebalance (R70-aware),3.0000,14530.1838,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.5875,536.1156,512.2310,517.3800,521.2050,525.6801,531.8518,536.1989,539.6610,546.6774,546.9660,547.7532,80.9380,62.5708,45.0518,28.3227,13.9654,0.0538,-10.7269,-21.0130,-30.2498,-38.6838,-46.7810,-54.8094,-64.8612,-74.9360,-85.5985,-97.3737,-109.5021,-123.1821,-136.8735,-149.9021,-163.4797,-178.5157,-194.0570,-210.4855,-227.3422
70,0.7500,No dynamic rebalance,4.0000,10897.6379,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9985,0.9980,0.9945,0.9915,0.9835,0.9740,0.9635,0.9530,0.9410,0.9220,0.9045,0.8885,0.8875,0.8860,0.8860,0.8845,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8840,0.8835,0.8835,0.8835,0.8835,0.8835,0.8835,0.8835,0.8835
70,0.7500,No dynamic rebalance,4.0000,10897.6379,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.0247,387.3678,359.2242,352.5135,343.0247,332.7581,322.4264,312.7753,302.7718,287.7965,271.7103,256.4857,-0.0764,-13.6900,-26.2424,-37.6820,-48.0507,-57.8687,-66.7696,-74.3074,-81.9887,-89.1424,-95.4008,-102.3089,-110.2203,-118.1737,-126.7120,-135.7380,-145.8171,-157.6900,-170.6000,-185.0689,-202.5616,-221.3020,-239.8565,-262.1162,-287.0235
70,0.7500,No dynamic rebalance,4.0000,10897.6379,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.3050,458.4528,431.6556,427.9693,425.9763,422.9571,415.5464,409.4830,400.6263,388.0371,373.9100,360.0789,19.2706,4.7929,0.0000,-5.8224,-19.2979,-30.3784,-40.0523,-49.7246,-58.4908,-66.0571,-73.8174,-81.8481,-89.5638,-98.1458,-107.4435,-116.9931,-127.6888,-138.9753,-151.3131,-164.5763,-178.3626,-193.5969,-210.3179,-227.4940,-246.7811
70,0.7500,No dynamic rebalance,4.0000,10897.6379,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.3260,535.9614,510.2702,515.4254,515.6012,517.8289,517.1563,516.7041,517.2884,510.9978,501.2395,495.0553,65.4796,48.3884,31.2545,15.8854,1.5346,0.0000,0.0000,-6.6995,-15.5308,-24.2108,-31.8489,-39.9993,-48.6800,-58.4882,-71.0041,-82.9220,-96.6949,-112.3649,-127.7679,-142.1369,-156.1104,-170.4841,-183.8973,-199.5823,-213.8426
70,0.7500,固定最適比率,4.0000,10897.6379,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9985,0.9975,0.9945,0.9915,0.9830,0.9735,0.9650,0.9545,0.9410,0.9220,0.9055,0.9030,0.9020,0.9020,0.9010,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995,0.8995
70,0.7500,固定最適比率,4.0000,10897.6379,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.5320,387.5914,359.9281,353.6224,345.6806,334.9578,326.3369,317.5064,307.4822,294.4315,279.6515,263.6164,-0.1428,-13.7705,-26.5131,-37.8410,-48.1104,-58.0857,-67.0649,-74.7044,-82.1858,-89.3853,-95.7660,-102.6738,-110.6776,-118.4543,-127.3930,-136.0339,-146.4074,-158.4580,-171.4251,-186.0939,-203.7633,-222.3185,-240.7650,-263.3667,-288.5412
70,0.7500,固定最適比率,4.0000,10897.6379,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.5601,458.4730,432.7443,428.9799,429.2073,425.6453,417.7053,412.8426,405.3271,394.3703,379.1646,364.4260,20.8203,6.7148,0.0000,-7.0913,-19.9586,-31.0619,-41.0811,-50.6727,-59.3037,-66.7079,-74.4787,-82.3386,-90.6055,-99.1838,-108.2925,-118.0590,-128.2966,-139.6656,-152.0101,-165.3726,-179.3062,-194.6611,-211.2778,-228.5356,-248.0254
70,0.7500,固定最適比率,4.0000,10897.6379,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.5875,536.0288,511.1672,516.6318,518.4703,520.0419,522.8022,520.5244,522.4552,517.3419,505.9473,498.1381,66.7650,49.7037,32.7905,16.9907,2.5522,0.0000,0.0000,-10.5036,-19.5704,-27.9159,-36.0138,-43.0487,-52.7029,-63.7311,-74.7228,-87.4750,-100.5445,-115.3470,-129.6346,-143.5744,-157.6779,-172.6132,-185.6898,-200.8158,-215.3735
70,0.7500,DynamicV1Rebalance,4.0000,10897.6379,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9985,0.9980,0.9945,0.9920,0.9845,0.9750,0.9675,0.9560,0.9450,0.9285,0.9170,0.8980,0.8970,0.8960,0.8960,0.8950,0.8950,0.8945,0.8945,0.8940,0.8940,0.8940,0.8940,0.8940,0.8940,0.8940,0.8940,0.8940,0.8940,0.8935,0.8935,0.8935,0.8935,0.8935,0.8935,0.8935,0.8935
70,0.7500,DynamicV1Rebalance,4.0000,10897.6379,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.0247,387.3678,359.2242,352.6603,343.7385,332.8995,324.2665,314.7148,304.1239,289.7880,276.4313,259.8890,-0.0974,-13.7705,-26.5131,-37.8410,-48.1104,-58.0857,-67.0579,-74.4838,-82.0544,-89.2527,-95.5869,-102.5265,-110.4800,-118.2888,-127.0379,-135.8397,-145.8889,-157.7507,-170.8098,-185.3346,-202.8217,-221.5879,-240.1061,-262.8919,-287.4482
70,0.7500,DynamicV1Rebalance,4.0000,10897.6379,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.3050,458.4528,431.6556,428.2204,426.3911,423.1612,416.6502,410.6324,402.3713,389.8188,377.0844,362.4068,20.3107,6.1725,0.0000,-6.1604,-19.6481,-30.6587,-40.3926,-49.9544,-58.8429,-66.2828,-74.0331,-81.9209,-89.9261,-98.4255,-107.6091,-117.3664,-127.8779,-139.1605,-151.5335,-164.8367,-178.7758,-194.2763,-210.8004,-228.2001,-247.3076
70,0.7500,DynamicV1Rebalance,4.0000,10897.6379,435.9055,spend75p,442.5086,456.8390,471.6522,485.4098,497.8418,507.9901,518.1030,524.0347,530.3260,535.9614,510.2702,515.8227,516.2273,518.6410,519.6205,517.9375,518.7103,514.0425,505.8293,496.2415,66.6321,49.4700,32.7314,16.8289,2.5235,0.0000,0.0000,-9.6884,-18.0619,-25.7638,-34.1834,-41.8137,-50.4130,-60.7820,-72.8489,-85.9160,-98.1475,-113.9885,-128.6259,-142.8721,-157.0872,-171.6080,-184.9684,-200.2942,-214.7577
70,0.7500,SpendAwareDPRebalance (R70-aware),4.0000,10897.6379,435.9055,survival,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9990,0.9975,0.9965,0.9950,0.9920,0.9890,0.9855,0.9805,0.9780,0.9740,0.9725,0.9720,0.9715,0.9705,0.9695,0.9695,0.9695,0.9695,0.9690,0.9690,0.9690,0.9685,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680,0.9680
70,0.7500,SpendAwareDPRebalance (R70-aware),4.0000,10897.6379,435.9055,spend25p,436.4179,437.9992,437.9839,435.1966,430.9818,425.2021,417.0440,407.5808,397.5320,388.0149,360.3081,355.0581,347.9988,340.2804,334.0661,326.9663,319.1742,311.5856,303.0493,294.2712,-0.4194,-14.2551,-26.7772,-38.2732,-48.6661,-58.4123,-67.5144,-75.4943,-83.0702,-89.8208,-96.7695,-103.7685,-111.3025,-119.5613,-128.0429,-136.9610,-147.4371,-159.5429,-172.5228,-187.6079,-205.5326,-224.0565,-243.7658,-266.0442,-291.7781
70,0.7500,SpendAwareDPRebalance (R70-aware),4.0000,10897.6379,435.9055,spend50p,439.4225,447.4476,454.5757,459.0277,462.8979,464.2187,464.5662,463.7846,461.5601,458.5515,434.2981,430.3523,431.1049,429.9746,427.0351,423.4783,417.7937,410.1354,403.4599,397.2589,32.0483,15.6393,0.8572,-9.3222,-21.7485,-33.0096,-42.9526,-52.1217,-60.6476,-68.5331,-75.8039,-83.8479,-92.3677,-101.3097,-110.3822,-120.0184,-130.3460,-141.5986,-153.5506,-167.4607,-181.9613,-197.6960,-215.1421,-233.8034,-254.4765
