threshold_x,max_year_y,income_percent_z,scenario,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.12,20,1.0,"X=12%, Y=20, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.9888,0.9704,0.9382,0.8916,0.8406,0.795,0.7514,0.7164,0.686,0.66,0.6394,0.6194,0.6016,0.5838,0.5676,0.555,0.5426,0.5308,0.521,0.5134,0.5036,0.4936,0.4856,0.4772,0.47,0.4628,0.4568,0.45
0.12,30,0.25,"X=12%, Y=30, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9952,0.992,0.9844,0.9746,0.9616,0.9464,0.932,0.9134,0.8948,0.8772,0.859,0.839,0.8152,0.7932,0.7752,0.7532,0.73,0.708,0.6832,0.6612,0.6336,0.6112,0.5938,0.574,0.5562,0.5444,0.5316,0.52,0.5098,0.501,0.4922,0.4838,0.4766,0.4688,0.4626,0.4554,0.4498,0.4426
0.12,30,0.5,"X=12%, Y=30, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9972,0.9948,0.991,0.9868,0.9806,0.9736,0.9638,0.9506,0.9376,0.925,0.9118,0.8966,0.8808,0.8624,0.846,0.8288,0.79,0.7548,0.7188,0.6826,0.649,0.6208,0.5904,0.5702,0.5534,0.5398,0.5254,0.5154,0.5054,0.4948,0.4858,0.478,0.47,0.4624,0.4566,0.4496
0.12,30,0.75,"X=12%, Y=30, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.9984,0.9978,0.9978,0.996,0.9942,0.9922,0.9904,0.986,0.981,0.977,0.973,0.9674,0.9392,0.9038,0.8562,0.8052,0.7552,0.705,0.6548,0.6202,0.5936,0.5722,0.5504,0.5372,0.5232,0.511,0.5004,0.4908,0.4832,0.4748,0.468,0.459
0.12,30,1.0,"X=12%, Y=30, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988,0.9878,0.9686,0.9276,0.8738,0.8102,0.7426,0.6944,0.6568,0.6212,0.596,0.5728,0.5526,0.5368,0.5236,0.511,0.5008,0.4914,0.4836,0.4732
0.12,40,0.25,"X=12%, Y=40, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9952,0.992,0.9844,0.9746,0.9616,0.9464,0.932,0.9134,0.8948,0.8772,0.859,0.839,0.8152,0.7932,0.7752,0.7532,0.73,0.708,0.6866,0.6716,0.6528,0.6344,0.6164,0.603,0.588,0.574,0.56,0.5496,0.5366,0.5226,0.5092,0.4986,0.4862,0.4772,0.4674,0.4596,0.4534,0.4462
0.12,40,0.5,"X=12%, Y=40, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9972,0.9948,0.991,0.9868,0.9806,0.9736,0.9638,0.9506,0.9376,0.925,0.9118,0.8966,0.8808,0.8624,0.846,0.8288,0.8114,0.7884,0.7698,0.753,0.736,0.718,0.699,0.6826,0.6662,0.6526,0.6278,0.5984,0.5726,0.5488,0.5264,0.5088,0.493,0.481,0.4708,0.461
0.12,40,0.75,"X=12%, Y=40, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.9984,0.9978,0.9978,0.996,0.9942,0.9922,0.9904,0.986,0.981,0.977,0.973,0.9674,0.9588,0.953,0.9444,0.938,0.9292,0.921,0.912,0.8992,0.8914,0.8806,0.8358,0.7902,0.7408,0.6906,0.639,0.6006,0.562,0.5354,0.5146,0.4956
0.12,40,1.0,"X=12%, Y=40, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,0.9804,0.9456,0.9002,0.8286,0.7504,0.691,0.6412,0.5996,0.5664
0.12,50,0.25,"X=12%, Y=50, Z=25%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9952,0.992,0.9844,0.9746,0.9616,0.9464,0.932,0.9134,0.8948,0.8772,0.859,0.839,0.8152,0.7932,0.7752,0.7532,0.73,0.708,0.6866,0.6716,0.6528,0.6344,0.6164,0.603,0.588,0.574,0.56,0.5496,0.5388,0.53,0.5186,0.5084,0.5016,0.492,0.4838,0.4782,0.4694,0.4632
0.12,50,0.5,"X=12%, Y=50, Z=50%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9972,0.9948,0.991,0.9868,0.9806,0.9736,0.9638,0.9506,0.9376,0.925,0.9118,0.8966,0.8808,0.8624,0.846,0.8288,0.8114,0.7884,0.7698,0.753,0.736,0.718,0.699,0.6826,0.6662,0.6526,0.638,0.6252,0.6098,0.596,0.5852,0.5718,0.5594,0.5484,0.538,0.5278
0.12,50,0.75,"X=12%, Y=50, Z=75%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.9984,0.9978,0.9978,0.996,0.9942,0.9922,0.9904,0.986,0.981,0.977,0.973,0.9674,0.9588,0.953,0.9444,0.938,0.9292,0.921,0.912,0.8992,0.8914,0.8806,0.8702,0.8556,0.843,0.833,0.8226,0.809,0.7994,0.7886,0.7788,0.7654
0.12,50,1.0,"X=12%, Y=50, Z=100%",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.01,0,0.0,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.997,0.9926,0.985,0.9732,0.9554,0.9388,0.9236,0.904,0.882,0.8608,0.8418,0.818,0.7944,0.7712,0.745,0.7212,0.7002,0.6812,0.6598,0.6434,0.6258,0.61,0.5966,0.5834,0.57,0.556,0.5418,0.5324,0.5212,0.5118,0.5026,0.496,0.4874,0.4794,0.4718,0.4646,0.4584,0.4514,0.4466,0.4402
